Team,W_L,Date
NYK,W,2016-12-09
NYK,W,2016-12-11
NYK,L,2016-12-13
NYK,L,2016-12-15
NYK,L,2016-12-17
NYK,W,2016-12-20
NYK,W,2016-12-22
NYK,L,2016-12-25
NYK,L,2016-12-28
NYK,L,2016-12-30
NYK,L,2016-12-31
NYK,L,2017-01-02
NYK,L,2017-01-04
NYK,W,2017-01-06
NYK,L,2017-01-07
NYK,L,2017-01-09
NYK,L,2017-01-11
NYK,W,2017-01-12
NYK,L,2017-01-15
NYK,L,2017-01-16
NYK,W,2017-01-18
NYK,L,2017-01-19
NYK,L,2017-01-21
NYK,W,2017-01-23
NYK,L,2017-01-25
NYK,W,2017-01-27
NYK,L,2017-01-29
NYK,L,2017-01-31
NYK,W,2017-02-01
NYK,L,2017-02-04
NYK,L,2017-02-06
NYK,L,2017-02-08
NYK,L,2017-02-10
NYK,W,2017-02-12
NYK,L,2017-02-15
NYK,L,2017-02-23
NYK,W,2017-02-25
NYK,L,2017-02-27
NYK,W,2017-03-01
NYK,L,2017-03-03
NYK,L,2017-03-05
NYK,W,2017-03-06
NYK,L,2017-03-08
NYK,L,2017-03-11
NYK,L,2017-03-12
NYK,W,2017-03-14
NYK,L,2017-03-16
NYK,L,2017-03-20
NYK,L,2017-03-22
NYK,L,2017-03-23
NYK,L,2017-03-25
NYK,W,2017-03-27
NYK,L,2017-03-29
NYK,W,2017-03-31
NYK,L,2017-04-02
NYK,W,2017-04-04
NYK,L,2017-04-06
NYK,L,2017-04-07
NYK,L,2017-04-09
NYK,W,2017-04-12
OKC,W,2016-10-26
OKC,W,2016-10-28
OKC,W,2016-10-30
OKC,W,2016-11-02
OKC,L,2016-11-03
OKC,W,2016-11-05
OKC,W,2016-11-07
OKC,L,2016-11-09
OKC,L,2016-11-11
OKC,L,2016-11-13
OKC,L,2016-11-14
OKC,W,2016-11-16
OKC,W,2016-11-18
OKC,L,2016-11-20
OKC,L,2016-11-22
OKC,L,2016-11-23
OKC,W,2016-11-25
OKC,W,2016-11-26
OKC,W,2016-11-28
OKC,W,2016-11-30
OKC,W,2016-12-04
OKC,W,2016-12-05
OKC,L,2016-12-09
OKC,W,2016-12-11
OKC,L,2016-12-13
OKC,L,2016-12-14
OKC,W,2016-12-17
OKC,L,2016-12-19
OKC,W,2016-12-21
OKC,W,2016-12-23
OKC,W,2016-12-25
OKC,W,2016-12-27
OKC,L,2016-12-29
OKC,W,2016-12-31
OKC,L,2017-01-02
OKC,L,2017-01-04
OKC,L,2017-01-05
OKC,W,2017-01-07
OKC,W,2017-01-09
OKC,W,2017-01-11
OKC,L,2017-01-13
OKC,W,2017-01-15
OKC,L,2017-01-16
OKC,L,2017-01-18
OKC,W,2017-01-23
OKC,W,2017-01-25
OKC,W,2017-01-26
OKC,L,2017-01-29
OKC,L,2017-01-31
OKC,L,2017-02-01
OKC,W,2017-02-03
OKC,W,2017-02-05
OKC,L,2017-02-06
OKC,W,2017-02-09
OKC,L,2017-02-11
OKC,L,2017-02-13
OKC,W,2017-02-15
OKC,W,2017-02-24
OKC,W,2017-02-26
OKC,W,2017-02-28
OKC,L,2017-03-02
OKC,L,2017-03-03
OKC,L,2017-03-05
OKC,L,2017-03-07
OKC,W,2017-03-09
OKC,W,2017-03-11
OKC,W,2017-03-14
OKC,W,2017-03-16
OKC,W,2017-03-18
OKC,L,2017-03-20
OKC,W,2017-03-22
OKC,L,2017-03-26
OKC,W,2017-03-27
OKC,W,2017-03-29
OKC,L,2017-03-31
OKC,L,2017-04-02
OKC,W,2017-04-04
OKC,W,2017-04-05
OKC,L,2017-04-07
OKC,W,2017-04-09
OKC,W,2017-04-11
OKC,L,2017-04-12
ORL,L,2016-10-26
ORL,L,2016-10-28
ORL,L,2016-10-29
ORL,W,2016-11-01
ORL,W,2016-11-03
ORL,W,2016-11-05
ORL,L,2016-11-07
ORL,L,2016-11-09
ORL,L,2016-11-11
ORL,W,2016-11-13
ORL,L,2016-11-14
ORL,W,2016-11-16
ORL,W,2016-11-19
ORL,L,2016-11-21
ORL,L,2016-11-23
ORL,L,2016-11-25
ORL,L,2016-11-27
ORL,W,2016-11-29
ORL,L,2016-12-01
ORL,W,2016-12-02
ORL,W,2016-12-04
ORL,W,2016-12-06
ORL,L,2016-12-07
ORL,L,2016-12-09
ORL,L,2016-12-10
ORL,W,2016-12-13
ORL,L,2016-12-14
ORL,W,2016-12-16
ORL,L,2016-12-18
ORL,W,2016-12-20
ORL,L,2016-12-22
ORL,W,2016-12-23
ORL,W,2016-12-26
ORL,L,2016-12-28
ORL,L,2017-01-01
ORL,W,2017-01-02
ORL,L,2017-01-04
ORL,L,2017-01-06
ORL,L,2017-01-08
ORL,L,2017-01-11
ORL,W,2017-01-13
ORL,L,2017-01-14
ORL,L,2017-01-16
ORL,L,2017-01-18
ORL,W,2017-01-20
ORL,L,2017-01-22
ORL,L,2017-01-24
ORL,L,2017-01-27
ORL,W,2017-01-29
ORL,L,2017-01-30
ORL,L,2017-02-01
ORL,W,2017-02-03
ORL,L,2017-02-04
ORL,L,2017-02-07
ORL,L,2017-02-09
ORL,L,2017-02-11
ORL,W,2017-02-13
ORL,L,2017-02-15
ORL,L,2017-02-23
ORL,W,2017-02-25
ORL,L,2017-03-01
ORL,W,2017-03-03
ORL,L,2017-03-05
ORL,L,2017-03-06
ORL,W,2017-03-08
ORL,L,2017-03-10
ORL,L,2017-03-11
ORL,L,2017-03-13
ORL,L,2017-03-16
ORL,W,2017-03-17
ORL,W,2017-03-20
ORL,L,2017-03-22
ORL,W,2017-03-24
ORL,L,2017-03-27
ORL,L,2017-03-29
ORL,L,2017-03-31
ORL,L,2017-04-01
ORL,L,2017-04-04
ORL,W,2017-04-06
ORL,L,2017-04-08
ORL,L,2017-04-10
ORL,W,2017-04-12
PHI,L,2016-10-26
PHI,L,2016-10-29
PHI,L,2016-11-01
PHI,L,2016-11-02
PHI,L,2016-11-05
PHI,L,2016-11-07
PHI,L,2016-11-09
PHI,W,2016-11-11
PHI,L,2016-11-12
PHI,L,2016-11-14
PHI,W,2016-11-16
PHI,L,2016-11-17
PHI,W,2016-11-19
PHI,W,2016-11-21
PHI,L,2016-11-23
PHI,L,2016-11-25
PHI,L,2016-11-27
PHI,L,2016-11-28
PHI,L,2016-12-02
PHI,L,2016-12-03
PHI,L,2016-12-05
PHI,L,2016-12-06
PHI,W,2016-12-08
PHI,W,2016-12-11
PHI,L,2016-12-14
PHI,L,2016-12-16
PHI,W,2016-12-18
PHI,L,2016-12-20
PHI,L,2016-12-23
PHI,L,2016-12-26
PHI,L,2016-12-29
PHI,W,2016-12-30
PHI,W,2017-01-03
PHI,L,2017-01-06
PHI,W,2017-01-08
PHI,W,2017-01-11
PHI,W,2017-01-13
PHI,L,2017-01-14
PHI,W,2017-01-16
PHI,W,2017-01-18
PHI,W,2017-01-20
PHI,L,2017-01-21
PHI,W,2017-01-24
PHI,W,2017-01-25
PHI,L,2017-01-27
PHI,L,2017-01-29
PHI,W,2017-01-30
PHI,L,2017-02-01
PHI,L,2017-02-02
PHI,L,2017-02-04
PHI,L,2017-02-06
PHI,L,2017-02-08
PHI,W,2017-02-09
PHI,W,2017-02-11
PHI,W,2017-02-13
PHI,L,2017-02-15
PHI,W,2017-02-24
PHI,L,2017-02-25
PHI,L,2017-02-27
PHI,L,2017-03-01
PHI,W,2017-03-03
PHI,L,2017-03-04
PHI,L,2017-03-06
PHI,L,2017-03-09
PHI,L,2017-03-11
PHI,W,2017-03-12
PHI,L,2017-03-14
PHI,W,2017-03-17
PHI,W,2017-03-19
PHI,L,2017-03-20
PHI,L,2017-03-22
PHI,W,2017-03-24
PHI,L,2017-03-26
PHI,W,2017-03-28
PHI,L,2017-03-29
PHI,L,2017-03-31
PHI,L,2017-04-02
PHI,L,2017-04-04
PHI,L,2017-04-06
PHI,L,2017-04-08
PHI,L,2017-04-10
PHI,L,2017-04-12
PHO,L,2016-10-26
PHO,L,2016-10-28
PHO,L,2016-10-30
PHO,L,2016-10-31
PHO,W,2016-11-02
PHO,W,2016-11-04
PHO,L,2016-11-06
PHO,L,2016-11-08
PHO,W,2016-11-09
PHO,L,2016-11-12
PHO,L,2016-11-13
PHO,L,2016-11-16
PHO,W,2016-11-18
PHO,L,2016-11-19
PHO,L,2016-11-21
PHO,W,2016-11-23
PHO,L,2016-11-25
PHO,L,2016-11-27
PHO,W,2016-11-30
PHO,L,2016-12-03
PHO,L,2016-12-06
PHO,L,2016-12-07
PHO,W,2016-12-09
PHO,L,2016-12-11
PHO,W,2016-12-13
PHO,L,2016-12-15
PHO,L,2016-12-17
PHO,L,2016-12-19
PHO,L,2016-12-21
PHO,W,2016-12-23
PHO,L,2016-12-26
PHO,L,2016-12-28
PHO,W,2016-12-29
PHO,L,2016-12-31
PHO,L,2017-01-02
PHO,W,2017-01-03
PHO,W,2017-01-05
PHO,L,2017-01-08
PHO,L,2017-01-12
PHO,W,2017-01-14
PHO,L,2017-01-16
PHO,L,2017-01-19
PHO,W,2017-01-21
PHO,W,2017-01-22
PHO,L,2017-01-24
PHO,L,2017-01-26
PHO,L,2017-01-28
PHO,L,2017-01-30
PHO,L,2017-02-01
PHO,W,2017-02-03
PHO,L,2017-02-04
PHO,L,2017-02-06
PHO,L,2017-02-08
PHO,W,2017-02-10
PHO,L,2017-02-11
PHO,L,2017-02-13
PHO,W,2017-02-15
PHO,L,2017-02-24
PHO,L,2017-02-26
PHO,L,2017-02-28
PHO,W,2017-03-02
PHO,W,2017-03-03
PHO,W,2017-03-05
PHO,L,2017-03-07
PHO,L,2017-03-09
PHO,W,2017-03-11
PHO,L,2017-03-12
PHO,L,2017-03-15
PHO,L,2017-03-17
PHO,L,2017-03-19
PHO,L,2017-03-21
PHO,L,2017-03-23
PHO,L,2017-03-24
PHO,L,2017-03-26
PHO,L,2017-03-28
PHO,L,2017-03-30
PHO,L,2017-04-01
PHO,L,2017-04-02
PHO,L,2017-04-05
PHO,W,2017-04-07
PHO,W,2017-04-09
PHO,L,2017-04-11
POR,W,2016-10-25
POR,L,2016-10-27
POR,W,2016-10-29
POR,L,2016-11-01
POR,L,2016-11-02
POR,W,2016-11-04
POR,W,2016-11-06
POR,W,2016-11-08
POR,L,2016-11-09
POR,W,2016-11-11
POR,W,2016-11-13
POR,L,2016-11-15
POR,L,2016-11-17
POR,L,2016-11-18
POR,W,2016-11-20
POR,L,2016-11-22
POR,L,2016-11-23
POR,W,2016-11-25
POR,L,2016-11-27
POR,W,2016-11-30
POR,W,2016-12-03
POR,W,2016-12-05
POR,L,2016-12-07
POR,L,2016-12-08
POR,L,2016-12-10
POR,L,2016-12-12
POR,W,2016-12-13
POR,L,2016-12-15
POR,L,2016-12-17
POR,L,2016-12-20
POR,L,2016-12-21
POR,L,2016-12-23
POR,L,2016-12-26
POR,W,2016-12-28
POR,L,2016-12-30
POR,W,2017-01-01
POR,L,2017-01-04
POR,W,2017-01-05
POR,L,2017-01-08
POR,W,2017-01-10
POR,W,2017-01-11
POR,L,2017-01-13
POR,L,2017-01-16
POR,L,2017-01-18
POR,L,2017-01-20
POR,W,2017-01-21
POR,W,2017-01-25
POR,W,2017-01-27
POR,L,2017-01-29
POR,W,2017-01-31
POR,L,2017-02-03
POR,L,2017-02-05
POR,W,2017-02-07
POR,L,2017-02-09
POR,L,2017-02-13
POR,L,2017-02-15
POR,W,2017-02-23
POR,L,2017-02-26
POR,L,2017-02-28
POR,W,2017-03-02
POR,W,2017-03-04
POR,W,2017-03-07
POR,W,2017-03-09
POR,L,2017-03-11
POR,W,2017-03-12
POR,L,2017-03-14
POR,W,2017-03-15
POR,W,2017-03-18
POR,W,2017-03-19
POR,L,2017-03-21
POR,W,2017-03-23
POR,W,2017-03-25
POR,W,2017-03-26
POR,W,2017-03-28
POR,W,2017-03-30
POR,W,2017-04-01
POR,L,2017-04-03
POR,L,2017-04-04
POR,W,2017-04-06
POR,W,2017-04-08
POR,W,2017-04-10
POR,L,2017-04-12
SAC,W,2016-10-26
SAC,L,2016-10-27
SAC,W,2016-10-29
SAC,L,2016-10-31
SAC,L,2016-11-01
SAC,L,2016-11-03
SAC,L,2016-11-05
SAC,W,2016-11-06
SAC,W,2016-11-08
SAC,L,2016-11-10
SAC,L,2016-11-11
SAC,L,2016-11-16
SAC,L,2016-11-18
SAC,W,2016-11-20
SAC,W,2016-11-23
SAC,L,2016-11-25
SAC,W,2016-11-27
SAC,L,2016-11-28
SAC,L,2016-12-02
SAC,L,2016-12-04
SAC,W,2016-12-07
SAC,L,2016-12-09
SAC,L,2016-12-10
SAC,W,2016-12-12
SAC,L,2016-12-14
SAC,W,2016-12-16
SAC,L,2016-12-18
SAC,W,2016-12-20
SAC,W,2016-12-21
SAC,W,2016-12-23
SAC,W,2016-12-26
SAC,L,2016-12-28
SAC,L,2016-12-31
SAC,W,2017-01-03
SAC,L,2017-01-04
SAC,L,2017-01-06
SAC,L,2017-01-08
SAC,W,2017-01-10
SAC,L,2017-01-13
SAC,L,2017-01-15
SAC,L,2017-01-18
SAC,L,2017-01-20
SAC,L,2017-01-21
SAC,W,2017-01-23
SAC,W,2017-01-25
SAC,L,2017-01-27
SAC,W,2017-01-28
SAC,L,2017-01-30
SAC,L,2017-01-31
SAC,L,2017-02-03
SAC,W,2017-02-04
SAC,L,2017-02-06
SAC,W,2017-02-08
SAC,W,2017-02-10
SAC,W,2017-02-12
SAC,W,2017-02-14
SAC,L,2017-02-15
SAC,W,2017-02-23
SAC,L,2017-02-25
SAC,L,2017-02-27
SAC,L,2017-03-01
SAC,L,2017-03-05
SAC,L,2017-03-06
SAC,L,2017-03-08
SAC,L,2017-03-10
SAC,L,2017-03-11
SAC,W,2017-03-13
SAC,W,2017-03-15
SAC,L,2017-03-18
SAC,L,2017-03-19
SAC,L,2017-03-22
SAC,L,2017-03-24
SAC,W,2017-03-26
SAC,W,2017-03-27
SAC,L,2017-03-29
SAC,L,2017-03-31
SAC,W,2017-04-01
SAC,W,2017-04-04
SAC,L,2017-04-07
SAC,L,2017-04-09
SAC,W,2017-04-11
SAC,L,2017-04-12
SAS,W,2016-10-25
SAS,W,2016-10-27
SAS,W,2016-10-29
SAS,W,2016-10-30
SAS,L,2016-11-01
SAS,W,2016-11-04
SAS,L,2016-11-05
SAS,L,2016-11-09
SAS,W,2016-11-11
SAS,W,2016-11-12
SAS,W,2016-11-14
SAS,W,2016-11-16
SAS,W,2016-11-18
SAS,W,2016-11-21
SAS,W,2016-11-23
SAS,W,2016-11-25
SAS,W,2016-11-26
SAS,L,2016-11-29
SAS,W,2016-11-30
SAS,W,2016-12-02
SAS,W,2016-12-05
SAS,W,2016-12-06
SAS,L,2016-12-08
SAS,W,2016-12-10
SAS,W,2016-12-14
SAS,W,2016-12-15
SAS,W,2016-12-18
SAS,W,2016-12-20
SAS,L,2016-12-22
SAS,W,2016-12-23
SAS,W,2016-12-25
SAS,W,2016-12-28
SAS,W,2016-12-30
SAS,L,2017-01-01
SAS,W,2017-01-03
SAS,W,2017-01-05
SAS,W,2017-01-07
SAS,L,2017-01-10
SAS,W,2017-01-12
SAS,L,2017-01-14
SAS,W,2017-01-17
SAS,W,2017-01-19
SAS,W,2017-01-21
SAS,W,2017-01-23
SAS,W,2017-01-24
SAS,L,2017-01-27
SAS,L,2017-01-29
SAS,W,2017-01-31
SAS,W,2017-02-02
SAS,W,2017-02-04
SAS,L,2017-02-06
SAS,W,2017-02-08
SAS,W,2017-02-10
SAS,L,2017-02-12
SAS,W,2017-02-13
SAS,W,2017-02-15
SAS,W,2017-02-24
SAS,W,2017-02-26
SAS,W,2017-03-01
SAS,W,2017-03-03
SAS,W,2017-03-04
SAS,W,2017-03-06
SAS,W,2017-03-08
SAS,L,2017-03-09
SAS,W,2017-03-11
SAS,W,2017-03-13
SAS,L,2017-03-15
SAS,L,2017-03-18
SAS,W,2017-03-19
SAS,W,2017-03-21
SAS,W,2017-03-23
SAS,W,2017-03-25
SAS,W,2017-03-27
SAS,L,2017-03-29
SAS,W,2017-03-31
SAS,W,2017-04-02
SAS,W,2017-04-04
SAS,L,2017-04-05
SAS,W,2017-04-07
SAS,L,2017-04-08
SAS,L,2017-04-10
SAS,L,2017-04-12
TOR,W,2016-10-26
TOR,L,2016-10-28
TOR,W,2016-10-31
TOR,W,2016-11-02
TOR,W,2016-11-04
TOR,L,2016-11-06
TOR,W,2016-11-09
TOR,W,2016-11-11
TOR,W,2016-11-12
TOR,L,2016-11-15
TOR,L,2016-11-16
TOR,W,2016-11-18
TOR,L,2016-11-20
TOR,L,2016-11-21
TOR,W,2016-11-23
TOR,W,2016-11-25
TOR,W,2016-11-28
TOR,W,2016-11-30
TOR,W,2016-12-02
TOR,W,2016-12-03
TOR,L,2016-12-05
TOR,W,2016-12-08
TOR,W,2016-12-09
TOR,W,2016-12-12
TOR,W,2016-12-14
TOR,L,2016-12-16
TOR,W,2016-12-18
TOR,W,2016-12-20
TOR,W,2016-12-23
TOR,W,2016-12-26
TOR,L,2016-12-28
TOR,L,2016-12-29
TOR,W,2017-01-01
TOR,L,2017-01-03
TOR,W,2017-01-05
TOR,L,2017-01-07
TOR,L,2017-01-08
TOR,W,2017-01-10
TOR,W,2017-01-13
TOR,W,2017-01-15
TOR,W,2017-01-17
TOR,L,2017-01-18
TOR,L,2017-01-20
TOR,L,2017-01-22
TOR,L,2017-01-24
TOR,L,2017-01-25
TOR,W,2017-01-27
TOR,L,2017-01-29
TOR,W,2017-01-31
TOR,L,2017-02-01
TOR,L,2017-02-03
TOR,W,2017-02-05
TOR,W,2017-02-06
TOR,L,2017-02-08
TOR,L,2017-02-12
TOR,L,2017-02-14
TOR,W,2017-02-15
TOR,W,2017-02-24
TOR,W,2017-02-26
TOR,W,2017-02-27
TOR,L,2017-03-01
TOR,W,2017-03-03
TOR,L,2017-03-04
TOR,W,2017-03-08
TOR,L,2017-03-10
TOR,L,2017-03-11
TOR,W,2017-03-13
TOR,L,2017-03-16
TOR,W,2017-03-17
TOR,W,2017-03-19
TOR,W,2017-03-21
TOR,W,2017-03-23
TOR,W,2017-03-25
TOR,W,2017-03-27
TOR,L,2017-03-29
TOR,W,2017-03-31
TOR,W,2017-04-02
TOR,L,2017-04-04
TOR,W,2017-04-05
TOR,W,2017-04-07
TOR,W,2017-04-09
TOR,W,2017-04-12
UTA,L,2016-10-25
UTA,W,2016-10-28
UTA,L,2016-10-30
UTA,W,2016-11-01
UTA,W,2016-11-02
UTA,L,2016-11-04
UTA,W,2016-11-06
UTA,W,2016-11-07
UTA,L,2016-11-09
UTA,W,2016-11-11
UTA,W,2016-11-12
UTA,L,2016-11-14
UTA,L,2016-11-17
UTA,L,2016-11-19
UTA,L,2016-11-20
UTA,W,2016-11-23
UTA,W,2016-11-25
UTA,W,2016-11-28
UTA,W,2016-11-29
UTA,L,2016-12-01
UTA,W,2016-12-03
UTA,W,2016-12-05
UTA,W,2016-12-06
UTA,L,2016-12-08
UTA,W,2016-12-10
UTA,W,2016-12-14
UTA,W,2016-12-16
UTA,W,2016-12-18
UTA,L,2016-12-20
UTA,L,2016-12-21
UTA,L,2016-12-23
UTA,W,2016-12-27
UTA,W,2016-12-29
UTA,W,2016-12-31
UTA,W,2017-01-02
UTA,L,2017-01-03
UTA,L,2017-01-05
UTA,W,2017-01-07
UTA,L,2017-01-08
UTA,W,2017-01-10
UTA,W,2017-01-13
UTA,W,2017-01-14
UTA,W,2017-01-16
UTA,W,2017-01-20
UTA,W,2017-01-21
UTA,L,2017-01-23
UTA,L,2017-01-24
UTA,W,2017-01-26
UTA,L,2017-01-28
UTA,W,2017-02-01
UTA,W,2017-02-04
UTA,W,2017-02-06
UTA,W,2017-02-08
UTA,L,2017-02-09
UTA,L,2017-02-11
UTA,L,2017-02-13
UTA,W,2017-02-15
UTA,W,2017-02-24
UTA,W,2017-02-26
UTA,L,2017-02-28
UTA,L,2017-03-01
UTA,W,2017-03-03
UTA,W,2017-03-05
UTA,W,2017-03-06
UTA,W,2017-03-08
UTA,L,2017-03-11
UTA,W,2017-03-13
UTA,W,2017-03-15
UTA,L,2017-03-16
UTA,L,2017-03-18
UTA,L,2017-03-20
UTA,W,2017-03-22
UTA,L,2017-03-25
UTA,W,2017-03-27
UTA,W,2017-03-29
UTA,W,2017-03-31
UTA,L,2017-04-02
UTA,W,2017-04-04
UTA,W,2017-04-07
UTA,L,2017-04-08
UTA,W,2017-04-10
UTA,W,2017-04-12
WAS,L,2016-10-27
WAS,L,2016-10-30
WAS,L,2016-11-02
WAS,W,2016-11-04
WAS,L,2016-11-05
WAS,L,2016-11-07
WAS,W,2016-11-09
WAS,L,2016-11-11
WAS,L,2016-11-12
WAS,L,2016-11-16
WAS,W,2016-11-17
WAS,L,2016-11-19
WAS,W,2016-11-21
WAS,W,2016-11-25
WAS,L,2016-11-26
WAS,W,2016-11-28
WAS,L,2016-11-30
WAS,L,2016-12-02
WAS,W,2016-12-05
WAS,L,2016-12-06
WAS,W,2016-12-08
WAS,W,2016-12-10
WAS,L,2016-12-12
WAS,W,2016-12-14
WAS,W,2016-12-16
WAS,W,2016-12-18
WAS,L,2016-12-19
WAS,W,2016-12-21
WAS,L,2016-12-23
WAS,W,2016-12-26
WAS,W,2016-12-28
WAS,W,2016-12-30
WAS,L,2017-01-02
WAS,L,2017-01-03
WAS,W,2017-01-06
WAS,W,2017-01-08
WAS,W,2017-01-10
WAS,L,2017-01-11
WAS,W,2017-01-14
WAS,W,2017-01-16
WAS,W,2017-01-18
WAS,W,2017-01-19
WAS,L,2017-01-21
WAS,W,2017-01-23
WAS,W,2017-01-24
WAS,W,2017-01-27
WAS,W,2017-01-29
WAS,W,2017-01-31
WAS,W,2017-02-02
WAS,W,2017-02-04
WAS,L,2017-02-06
WAS,W,2017-02-08
WAS,W,2017-02-10
WAS,W,2017-02-13
WAS,W,2017-02-16
WAS,L,2017-02-24
WAS,L,2017-02-26
WAS,W,2017-02-28
WAS,W,2017-03-01
WAS,L,2017-03-03
WAS,W,2017-03-05
WAS,W,2017-03-07
WAS,W,2017-03-08
WAS,W,2017-03-10
WAS,W,2017-03-11
WAS,L,2017-03-13
WAS,L,2017-03-15
WAS,W,2017-03-17
WAS,L,2017-03-18
WAS,L,2017-03-20
WAS,W,2017-03-22
WAS,W,2017-03-24
WAS,W,2017-03-25
WAS,W,2017-03-28
WAS,L,2017-03-29
WAS,L,2017-03-31
WAS,L,2017-04-02
WAS,W,2017-04-04
WAS,W,2017-04-06
WAS,L,2017-04-08
WAS,W,2017-04-10
WAS,L,2017-04-12
ATL,W,2017-10-18
ATL,L,2017-10-20
ATL,L,2017-10-22
ATL,L,2017-10-23
ATL,L,2017-10-26
ATL,L,2017-10-27
ATL,L,2017-10-29
ATL,L,2017-11-01
ATL,L,2017-11-03
ATL,W,2017-11-05
ATL,L,2017-11-06
ATL,L,2017-11-10
ATL,L,2017-11-11
ATL,L,2017-11-13
ATL,W,2017-11-15
ATL,L,2017-11-18
ATL,L,2017-11-20
ATL,L,2017-11-22
ATL,W,2017-11-24
ATL,L,2017-11-25
ATL,L,2017-11-30
ATL,W,2017-12-02
ATL,L,2017-12-04
ATL,L,2017-12-06
ATL,W,2017-12-09
ATL,L,2017-12-10
ATL,L,2017-12-12
ATL,L,2017-12-14
ATL,L,2017-12-15
ATL,W,2017-12-18
ATL,L,2017-12-20
ATL,L,2017-12-22
ATL,W,2017-12-23
ATL,W,2017-12-27
ATL,L,2017-12-29
ATL,W,2017-12-30
ATL,L,2018-01-02
ATL,L,2018-01-05
ATL,L,2018-01-07
ATL,L,2018-01-08
ATL,W,2018-01-10
ATL,L,2018-01-12
ATL,W,2018-01-15
ATL,W,2018-01-17
ATL,L,2018-01-20
ATL,W,2018-01-22
ATL,L,2018-01-24
ATL,L,2018-01-26
ATL,L,2018-01-27
ATL,W,2018-01-29
ATL,L,2018-01-31
ATL,L,2018-02-02
ATL,W,2018-02-04
ATL,W,2018-02-06
ATL,L,2018-02-08
ATL,L,2018-02-09
ATL,W,2018-02-11
ATL,L,2018-02-13
ATL,L,2018-02-14
ATL,L,2018-02-23
ATL,L,2018-02-26
ATL,W,2018-02-28
ATL,L,2018-03-02
ATL,W,2018-03-04
ATL,L,2018-03-06
ATL,L,2018-03-09
ATL,L,2018-03-11
ATL,L,2018-03-13
ATL,L,2018-03-15
ATL,L,2018-03-17
ATL,W,2018-03-20
ATL,L,2018-03-22
ATL,L,2018-03-23
ATL,L,2018-03-25
ATL,L,2018-03-28
ATL,L,2018-03-30
ATL,W,2018-04-01
ATL,L,2018-04-03
ATL,L,2018-04-04
ATL,W,2018-04-06
ATL,W,2018-04-08
ATL,L,2018-04-10
BOS,L,2017-10-17
BOS,L,2017-10-18
BOS,W,2017-10-20
BOS,W,2017-10-24
BOS,W,2017-10-26
BOS,W,2017-10-28
BOS,W,2017-10-30
BOS,W,2017-11-01
BOS,W,2017-11-03
BOS,W,2017-11-05
BOS,W,2017-11-06
BOS,W,2017-11-08
BOS,W,2017-11-10
BOS,W,2017-11-12
BOS,W,2017-11-14
BOS,W,2017-11-16
BOS,W,2017-11-18
BOS,W,2017-11-20
BOS,L,2017-11-22
BOS,W,2017-11-24
BOS,W,2017-11-25
BOS,L,2017-11-27
BOS,W,2017-11-30
BOS,W,2017-12-02
BOS,W,2017-12-04
BOS,W,2017-12-06
BOS,L,2017-12-08
BOS,W,2017-12-10
BOS,L,2017-12-11
BOS,W,2017-12-13
BOS,L,2017-12-15
BOS,W,2017-12-16
BOS,W,2017-12-18
BOS,L,2017-12-20
BOS,L,2017-12-21
BOS,W,2017-12-23
BOS,L,2017-12-25
BOS,W,2017-12-27
BOS,W,2017-12-28
BOS,W,2017-12-31
BOS,W,2018-01-03
BOS,W,2018-01-05
BOS,W,2018-01-06
BOS,W,2018-01-11
BOS,L,2018-01-16
BOS,L,2018-01-18
BOS,L,2018-01-21
BOS,L,2018-01-23
BOS,W,2018-01-24
BOS,L,2018-01-27
BOS,W,2018-01-29
BOS,W,2018-01-31
BOS,W,2018-02-02
BOS,W,2018-02-04
BOS,L,2018-02-06
BOS,W,2018-02-08
BOS,L,2018-02-09
BOS,L,2018-02-11
BOS,L,2018-02-14
BOS,W,2018-02-23
BOS,W,2018-02-24
BOS,W,2018-02-26
BOS,W,2018-02-28
BOS,L,2018-03-03
BOS,W,2018-03-05
BOS,W,2018-03-08
BOS,L,2018-03-11
BOS,L,2018-03-14
BOS,W,2018-03-16
BOS,L,2018-03-18
BOS,W,2018-03-20
BOS,W,2018-03-23
BOS,W,2018-03-25
BOS,W,2018-03-26
BOS,W,2018-03-28
BOS,W,2018-03-31
BOS,L,2018-04-03
BOS,L,2018-04-04
BOS,W,2018-04-06
BOS,L,2018-04-08
BOS,L,2018-04-10
BOS,W,2018-04-11
BRK,L,2017-10-18
BRK,W,2017-10-20
BRK,W,2017-10-22
BRK,L,2017-10-24
BRK,W,2017-10-25
BRK,L,2017-10-27
BRK,L,2017-10-29
BRK,L,2017-10-31
BRK,L,2017-11-03
BRK,W,2017-11-06
BRK,L,2017-11-07
BRK,W,2017-11-10
BRK,L,2017-11-11
BRK,L,2017-11-14
BRK,W,2017-11-17
BRK,L,2017-11-19
BRK,L,2017-11-22
BRK,L,2017-11-24
BRK,W,2017-11-26
BRK,L,2017-11-27
BRK,W,2017-11-29
BRK,L,2017-12-02
BRK,W,2017-12-04
BRK,W,2017-12-07
BRK,L,2017-12-09
BRK,W,2017-12-12
BRK,L,2017-12-14
BRK,L,2017-12-15
BRK,L,2017-12-17
BRK,L,2017-12-20
BRK,W,2017-12-22
BRK,L,2017-12-23
BRK,L,2017-12-26
BRK,L,2017-12-27
BRK,W,2017-12-29
BRK,L,2017-12-31
BRK,W,2018-01-01
BRK,W,2018-01-03
