Team,W_L,Date
SAS,W,2015-01-03
SAS,L,2015-01-06
SAS,W,2015-01-09
SAS,W,2015-01-10
SAS,L,2015-01-13
SAS,W,2015-01-14
SAS,W,2015-01-16
SAS,W,2015-01-18
SAS,W,2015-01-20
SAS,L,2015-01-22
SAS,W,2015-01-23
SAS,W,2015-01-25
SAS,W,2015-01-28
SAS,L,2015-01-31
SAS,W,2015-02-04
SAS,W,2015-02-06
SAS,L,2015-02-08
SAS,W,2015-02-09
SAS,W,2015-02-11
SAS,L,2015-02-19
SAS,L,2015-02-20
SAS,L,2015-02-23
SAS,L,2015-02-25
SAS,W,2015-02-27
SAS,W,2015-02-28
SAS,W,2015-03-04
SAS,W,2015-03-06
SAS,W,2015-03-08
SAS,W,2015-03-10
SAS,L,2015-03-12
SAS,W,2015-03-15
SAS,L,2015-03-17
SAS,W,2015-03-18
SAS,W,2015-03-20
SAS,W,2015-03-22
SAS,L,2015-03-24
SAS,W,2015-03-25
SAS,W,2015-03-27
SAS,W,2015-03-29
SAS,W,2015-03-31
SAS,W,2015-04-01
SAS,W,2015-04-03
SAS,W,2015-04-05
SAS,W,2015-04-07
SAS,W,2015-04-08
SAS,W,2015-04-10
SAS,W,2015-04-12
SAS,L,2015-04-15
TOR,W,2014-10-29
TOR,W,2014-11-01
TOR,L,2014-11-02
TOR,W,2014-11-04
TOR,W,2014-11-05
TOR,W,2014-11-07
TOR,W,2014-11-09
TOR,W,2014-11-11
TOR,L,2014-11-13
TOR,W,2014-11-15
TOR,W,2014-11-19
TOR,W,2014-11-21
TOR,W,2014-11-22
TOR,W,2014-11-24
TOR,W,2014-11-26
TOR,L,2014-11-28
TOR,L,2014-11-30
TOR,W,2014-12-02
TOR,W,2014-12-03
TOR,L,2014-12-05
TOR,W,2014-12-08
TOR,L,2014-12-09
TOR,W,2014-12-12
TOR,W,2014-12-14
TOR,W,2014-12-15
TOR,W,2014-12-17
TOR,W,2014-12-19
TOR,W,2014-12-21
TOR,L,2014-12-22
TOR,W,2014-12-27
TOR,W,2014-12-28
TOR,L,2014-12-30
TOR,L,2015-01-02
TOR,L,2015-01-04
TOR,L,2015-01-08
TOR,W,2015-01-10
TOR,L,2015-01-12
TOR,W,2015-01-14
TOR,L,2015-01-16
TOR,L,2015-01-18
TOR,W,2015-01-19
TOR,L,2015-01-21
TOR,W,2015-01-23
TOR,W,2015-01-25
TOR,W,2015-01-27
TOR,W,2015-01-28
TOR,W,2015-01-30
TOR,W,2015-01-31
TOR,L,2015-02-02
TOR,L,2015-02-04
TOR,W,2015-02-06
TOR,W,2015-02-08
TOR,W,2015-02-11
TOR,W,2015-02-20
TOR,L,2015-02-21
TOR,L,2015-02-23
TOR,L,2015-02-24
TOR,L,2015-02-27
TOR,L,2015-02-28
TOR,W,2015-03-02
TOR,L,2015-03-04
TOR,L,2015-03-06
TOR,L,2015-03-08
TOR,L,2015-03-10
TOR,W,2015-03-13
TOR,L,2015-03-15
TOR,W,2015-03-16
TOR,W,2015-03-18
TOR,L,2015-03-20
TOR,W,2015-03-22
TOR,L,2015-03-24
TOR,L,2015-03-25
TOR,W,2015-03-27
TOR,W,2015-03-30
TOR,W,2015-04-01
TOR,L,2015-04-03
TOR,L,2015-04-04
TOR,W,2015-04-08
TOR,W,2015-04-10
TOR,W,2015-04-11
TOR,L,2015-04-14
TOR,W,2015-04-15
UTA,L,2014-10-29
UTA,L,2014-10-30
UTA,W,2014-11-01
UTA,L,2014-11-03
UTA,W,2014-11-05
UTA,L,2014-11-07
UTA,W,2014-11-09
UTA,L,2014-11-10
UTA,L,2014-11-12
UTA,W,2014-11-14
UTA,L,2014-11-15
UTA,W,2014-11-18
UTA,L,2014-11-21
UTA,L,2014-11-22
UTA,L,2014-11-24
UTA,L,2014-11-26
UTA,L,2014-11-29
UTA,L,2014-12-01
UTA,L,2014-12-03
UTA,L,2014-12-05
UTA,L,2014-12-08
UTA,W,2014-12-09
UTA,L,2014-12-12
UTA,L,2014-12-14
UTA,L,2014-12-16
UTA,W,2014-12-17
UTA,W,2014-12-19
UTA,L,2014-12-20
UTA,W,2014-12-22
UTA,W,2014-12-27
UTA,L,2014-12-29
UTA,W,2014-12-30
UTA,L,2015-01-02
UTA,W,2015-01-03
UTA,L,2015-01-05
UTA,W,2015-01-07
UTA,L,2015-01-09
UTA,L,2015-01-10
UTA,L,2015-01-13
UTA,W,2015-01-16
UTA,L,2015-01-18
UTA,L,2015-01-21
UTA,W,2015-01-22
UTA,W,2015-01-24
UTA,L,2015-01-26
UTA,L,2015-01-28
UTA,W,2015-01-30
UTA,L,2015-02-03
UTA,L,2015-02-04
UTA,L,2015-02-06
UTA,W,2015-02-07
UTA,W,2015-02-09
UTA,L,2015-02-11
UTA,W,2015-02-20
UTA,W,2015-02-23
UTA,L,2015-02-25
UTA,W,2015-02-27
UTA,W,2015-02-28
UTA,W,2015-03-03
UTA,L,2015-03-04
UTA,W,2015-03-06
UTA,W,2015-03-08
UTA,W,2015-03-10
UTA,W,2015-03-12
UTA,W,2015-03-14
UTA,W,2015-03-16
UTA,L,2015-03-18
UTA,W,2015-03-19
UTA,L,2015-03-21
UTA,L,2015-03-23
UTA,L,2015-03-25
UTA,L,2015-03-27
UTA,W,2015-03-28
UTA,W,2015-03-30
UTA,W,2015-04-01
UTA,L,2015-04-04
UTA,W,2015-04-05
UTA,W,2015-04-08
UTA,L,2015-04-10
UTA,W,2015-04-11
UTA,W,2015-04-13
UTA,L,2015-04-15
WAS,L,2014-10-29
WAS,W,2014-10-30
WAS,W,2014-11-01
WAS,W,2014-11-04
WAS,W,2014-11-05
WAS,L,2014-11-07
WAS,W,2014-11-08
WAS,W,2014-11-12
WAS,W,2014-11-15
WAS,L,2014-11-19
WAS,W,2014-11-21
WAS,W,2014-11-22
WAS,L,2014-11-25
WAS,L,2014-11-26
WAS,W,2014-11-29
WAS,W,2014-12-01
WAS,W,2014-12-03
WAS,W,2014-12-05
WAS,L,2014-12-07
WAS,W,2014-12-08
WAS,W,2014-12-10
WAS,W,2014-12-12
WAS,W,2014-12-14
WAS,W,2014-12-16
WAS,W,2014-12-19
WAS,L,2014-12-21
WAS,L,2014-12-23
WAS,W,2014-12-25
WAS,W,2014-12-27
WAS,W,2014-12-29
WAS,L,2014-12-30
WAS,L,2015-01-02
WAS,L,2015-01-03
WAS,W,2015-01-05
WAS,W,2015-01-07
WAS,W,2015-01-09
WAS,L,2015-01-11
WAS,W,2015-01-13
WAS,W,2015-01-14
WAS,L,2015-01-16
WAS,W,2015-01-17
WAS,W,2015-01-19
WAS,L,2015-01-21
WAS,L,2015-01-24
WAS,W,2015-01-25
WAS,W,2015-01-27
WAS,L,2015-01-28
WAS,L,2015-01-31
WAS,L,2015-02-02
WAS,L,2015-02-04
WAS,L,2015-02-05
WAS,W,2015-02-07
WAS,W,2015-02-09
WAS,L,2015-02-11
WAS,L,2015-02-20
WAS,L,2015-02-22
WAS,L,2015-02-24
WAS,L,2015-02-25
WAS,L,2015-02-27
WAS,W,2015-02-28
WAS,L,2015-03-03
WAS,W,2015-03-06
WAS,L,2015-03-07
WAS,W,2015-03-09
WAS,W,2015-03-12
WAS,W,2015-03-14
WAS,W,2015-03-16
WAS,W,2015-03-18
WAS,L,2015-03-20
WAS,L,2015-03-22
WAS,L,2015-03-23
WAS,L,2015-03-25
WAS,W,2015-03-27
WAS,L,2015-03-29
WAS,W,2015-04-01
WAS,W,2015-04-03
WAS,W,2015-04-04
WAS,W,2015-04-08
WAS,L,2015-04-10
WAS,W,2015-04-12
WAS,L,2015-04-14
WAS,L,2015-04-15
ATL,L,2015-10-27
ATL,W,2015-10-29
ATL,W,2015-10-30
ATL,W,2015-11-01
ATL,W,2015-11-03
ATL,W,2015-11-04
ATL,W,2015-11-06
ATL,W,2015-11-07
ATL,L,2015-11-09
ATL,W,2015-11-11
ATL,L,2015-11-13
ATL,L,2015-11-15
ATL,L,2015-11-17
ATL,W,2015-11-18
ATL,L,2015-11-21
ATL,W,2015-11-24
ATL,L,2015-11-25
ATL,W,2015-11-27
ATL,L,2015-11-28
ATL,W,2015-11-30
ATL,L,2015-12-02
ATL,W,2015-12-04
ATL,W,2015-12-09
ATL,L,2015-12-10
ATL,L,2015-12-12
ATL,L,2015-12-14
ATL,W,2015-12-16
ATL,W,2015-12-18
ATL,W,2015-12-20
ATL,W,2015-12-21
ATL,W,2015-12-23
ATL,W,2015-12-26
ATL,L,2015-12-28
ATL,W,2015-12-29
ATL,L,2016-01-03
ATL,L,2016-01-05
ATL,W,2016-01-07
ATL,W,2016-01-09
ATL,L,2016-01-13
ATL,L,2016-01-15
ATL,W,2016-01-16
ATL,W,2016-01-18
ATL,W,2016-01-20
ATL,L,2016-01-21
ATL,L,2016-01-23
ATL,W,2016-01-25
ATL,L,2016-01-27
ATL,L,2016-01-28
ATL,L,2016-01-31
ATL,W,2016-02-01
ATL,W,2016-02-03
ATL,W,2016-02-05
ATL,L,2016-02-07
ATL,L,2016-02-08
ATL,W,2016-02-10
ATL,L,2016-02-19
ATL,L,2016-02-20
ATL,L,2016-02-22
ATL,W,2016-02-26
ATL,W,2016-02-28
ATL,L,2016-03-01
ATL,W,2016-03-04
ATL,W,2016-03-05
ATL,W,2016-03-08
ATL,L,2016-03-10
ATL,W,2016-03-12
ATL,W,2016-03-13
ATL,W,2016-03-16
ATL,W,2016-03-17
ATL,W,2016-03-19
ATL,L,2016-03-21
ATL,W,2016-03-23
ATL,W,2016-03-25
ATL,W,2016-03-26
ATL,W,2016-03-28
ATL,L,2016-03-30
ATL,L,2016-04-01
ATL,W,2016-04-05
ATL,W,2016-04-07
ATL,W,2016-04-09
ATL,L,2016-04-11
ATL,L,2016-04-13
BOS,W,2015-10-28
BOS,L,2015-10-30
BOS,L,2015-11-01
BOS,L,2015-11-04
BOS,W,2015-11-06
BOS,W,2015-11-10
BOS,L,2015-11-11
BOS,W,2015-11-13
BOS,W,2015-11-15
BOS,W,2015-11-16
BOS,L,2015-11-18
BOS,W,2015-11-20
BOS,L,2015-11-22
BOS,L,2015-11-24
BOS,W,2015-11-25
BOS,W,2015-11-27
BOS,L,2015-11-29
BOS,W,2015-11-30
BOS,W,2015-12-03
BOS,L,2015-12-05
BOS,W,2015-12-07
BOS,W,2015-12-09
BOS,L,2015-12-11
BOS,W,2015-12-12
BOS,L,2015-12-15
BOS,L,2015-12-16
BOS,L,2015-12-18
BOS,W,2015-12-21
BOS,W,2015-12-23
BOS,W,2015-12-26
BOS,W,2015-12-27
BOS,L,2015-12-30
BOS,L,2016-01-02
BOS,W,2016-01-04
BOS,L,2016-01-06
BOS,L,2016-01-07
BOS,L,2016-01-10
BOS,L,2016-01-12
BOS,W,2016-01-13
BOS,W,2016-01-15
BOS,W,2016-01-16
BOS,L,2016-01-18
BOS,L,2016-01-20
BOS,W,2016-01-22
BOS,W,2016-01-24
BOS,W,2016-01-25
BOS,W,2016-01-27
BOS,W,2016-01-29
BOS,L,2016-01-31
BOS,W,2016-02-02
BOS,W,2016-02-03
BOS,W,2016-02-05
BOS,W,2016-02-07
BOS,L,2016-02-09
BOS,W,2016-02-10
BOS,L,2016-02-19
BOS,W,2016-02-21
BOS,L,2016-02-22
BOS,W,2016-02-25
BOS,W,2016-02-27
BOS,W,2016-02-29
BOS,W,2016-03-02
BOS,W,2016-03-04
BOS,L,2016-03-05
BOS,W,2016-03-09
BOS,L,2016-03-11
BOS,L,2016-03-15
BOS,L,2016-03-16
BOS,L,2016-03-18
BOS,W,2016-03-20
BOS,W,2016-03-21
BOS,W,2016-03-23
BOS,W,2016-03-26
BOS,L,2016-03-28
BOS,L,2016-03-31
BOS,W,2016-04-01
BOS,W,2016-04-03
BOS,W,2016-04-06
BOS,W,2016-04-08
BOS,L,2016-04-09
BOS,L,2016-04-11
BOS,W,2016-04-13
BRK,L,2015-10-28
BRK,L,2015-10-30
BRK,L,2015-10-31
BRK,L,2015-11-02
BRK,L,2015-11-04
BRK,L,2015-11-06
BRK,L,2015-11-07
BRK,W,2015-11-11
BRK,L,2015-11-13
BRK,L,2015-11-14
BRK,W,2015-11-17
BRK,L,2015-11-18
BRK,L,2015-11-20
BRK,W,2015-11-22
BRK,L,2015-11-25
BRK,L,2015-11-28
BRK,W,2015-11-29
BRK,W,2015-12-01
BRK,L,2015-12-04
BRK,L,2015-12-06
BRK,W,2015-12-08
BRK,W,2015-12-10
BRK,L,2015-12-12
BRK,L,2015-12-14
BRK,L,2015-12-16
BRK,L,2015-12-18
BRK,L,2015-12-20
BRK,W,2015-12-21
BRK,L,2015-12-23
BRK,L,2015-12-26
BRK,W,2015-12-28
BRK,L,2015-12-30
BRK,W,2016-01-02
BRK,L,2016-01-04
BRK,L,2016-01-06
BRK,L,2016-01-08
BRK,L,2016-01-09
BRK,L,2016-01-11
BRK,W,2016-01-13
BRK,L,2016-01-15
BRK,L,2016-01-16
BRK,L,2016-01-18
BRK,L,2016-01-20
BRK,L,2016-01-22
BRK,W,2016-01-24
BRK,L,2016-01-26
BRK,L,2016-01-29
BRK,L,2016-01-30
BRK,L,2016-02-01
BRK,L,2016-02-03
BRK,W,2016-02-05
BRK,L,2016-02-06
BRK,W,2016-02-08
BRK,L,2016-02-10
BRK,W,2016-02-19
BRK,L,2016-02-21
BRK,L,2016-02-23
BRK,W,2016-02-25
BRK,W,2016-02-27
BRK,L,2016-02-29
BRK,L,2016-03-01
BRK,W,2016-03-04
BRK,L,2016-03-05
BRK,L,2016-03-08
BRK,L,2016-03-11
BRK,L,2016-03-13
BRK,W,2016-03-15
BRK,L,2016-03-17
BRK,L,2016-03-19
BRK,L,2016-03-22
BRK,W,2016-03-24
BRK,W,2016-03-26
BRK,L,2016-03-28
BRK,L,2016-03-29
BRK,L,2016-03-31
BRK,L,2016-04-01
BRK,L,2016-04-03
BRK,L,2016-04-06
BRK,L,2016-04-08
BRK,L,2016-04-10
BRK,L,2016-04-11
BRK,L,2016-04-13
CHO,L,2015-10-28
CHO,L,2015-10-30
CHO,L,2015-11-01
CHO,W,2015-11-03
CHO,W,2015-11-05
CHO,L,2015-11-07
CHO,W,2015-11-10
CHO,W,2015-11-11
CHO,L,2015-11-13
CHO,W,2015-11-15
CHO,L,2015-11-17
CHO,W,2015-11-18
CHO,W,2015-11-20
CHO,W,2015-11-23
CHO,W,2015-11-25
CHO,L,2015-11-27
CHO,W,2015-11-29
CHO,L,2015-12-02
CHO,W,2015-12-05
CHO,W,2015-12-07
CHO,W,2015-12-09
CHO,W,2015-12-11
CHO,L,2015-12-12
CHO,L,2015-12-16
CHO,W,2015-12-17
CHO,L,2015-12-19
CHO,L,2015-12-21
CHO,L,2015-12-23
CHO,W,2015-12-26
CHO,W,2015-12-28
CHO,L,2015-12-30
CHO,L,2016-01-01
CHO,L,2016-01-02
CHO,L,2016-01-04
CHO,L,2016-01-06
CHO,L,2016-01-09
CHO,L,2016-01-10
CHO,W,2016-01-13
CHO,L,2016-01-15
CHO,L,2016-01-16
CHO,W,2016-01-18
CHO,L,2016-01-20
CHO,W,2016-01-22
CHO,W,2016-01-23
CHO,W,2016-01-25
CHO,L,2016-01-27
CHO,L,2016-01-29
CHO,W,2016-01-31
CHO,W,2016-02-03
CHO,L,2016-02-05
CHO,W,2016-02-06
CHO,W,2016-02-08
CHO,W,2016-02-10
CHO,W,2016-02-19
CHO,W,2016-02-21
CHO,L,2016-02-24
CHO,W,2016-02-26
CHO,L,2016-02-28
CHO,W,2016-03-01
CHO,W,2016-03-02
CHO,W,2016-03-04
CHO,W,2016-03-07
CHO,W,2016-03-09
CHO,W,2016-03-11
CHO,W,2016-03-12
CHO,L,2016-03-14
CHO,W,2016-03-16
CHO,W,2016-03-17
CHO,L,2016-03-19
CHO,W,2016-03-21
CHO,W,2016-03-22
CHO,L,2016-03-25
CHO,W,2016-03-26
CHO,W,2016-03-29
CHO,W,2016-04-01
CHO,L,2016-04-03
CHO,L,2016-04-05
CHO,W,2016-04-06
CHO,W,2016-04-08
CHO,L,2016-04-10
CHO,W,2016-04-11
CHO,W,2016-04-13
CHI,W,2015-10-27
CHI,W,2015-10-28
CHI,L,2015-10-30
CHI,W,2015-11-01
CHI,L,2015-11-03
CHI,W,2015-11-05
CHI,L,2015-11-07
CHI,W,2015-11-09
CHI,W,2015-11-13
CHI,W,2015-11-16
CHI,W,2015-11-18
CHI,L,2015-11-20
CHI,W,2015-11-24
CHI,L,2015-11-27
CHI,W,2015-11-30
CHI,W,2015-12-02
CHI,L,2015-12-05
CHI,L,2015-12-07
CHI,L,2015-12-09
CHI,W,2015-12-10
CHI,W,2015-12-12
CHI,W,2015-12-14
CHI,W,2015-12-16
CHI,L,2015-12-18
CHI,L,2015-12-19
CHI,L,2015-12-21
CHI,W,2015-12-25
CHI,L,2015-12-26
CHI,W,2015-12-28
CHI,W,2015-12-30
CHI,W,2016-01-01
CHI,W,2016-01-03
CHI,W,2016-01-05
CHI,W,2016-01-07
CHI,L,2016-01-09
CHI,L,2016-01-11
CHI,L,2016-01-12
CHI,W,2016-01-14
CHI,L,2016-01-15
CHI,W,2016-01-18
CHI,L,2016-01-20
CHI,L,2016-01-22
CHI,W,2016-01-23
CHI,L,2016-01-25
CHI,W,2016-01-28
CHI,L,2016-01-31
CHI,L,2016-02-01
CHI,W,2016-02-03
CHI,L,2016-02-05
CHI,L,2016-02-06
CHI,L,2016-02-08
CHI,L,2016-02-10
CHI,L,2016-02-18
CHI,W,2016-02-19
CHI,W,2016-02-21
CHI,W,2016-02-24
CHI,L,2016-02-26
CHI,L,2016-02-27
CHI,L,2016-03-01
CHI,L,2016-03-02
CHI,W,2016-03-05
CHI,W,2016-03-07
CHI,L,2016-03-10
CHI,L,2016-03-11
CHI,W,2016-03-14
CHI,L,2016-03-16
CHI,W,2016-03-17
CHI,W,2016-03-19
CHI,W,2016-03-21
CHI,L,2016-03-23
CHI,L,2016-03-24
CHI,L,2016-03-26
CHI,L,2016-03-28
CHI,W,2016-03-29
CHI,W,2016-03-31
CHI,L,2016-04-02
CHI,W,2016-04-03
CHI,L,2016-04-05
CHI,L,2016-04-07
CHI,W,2016-04-09
CHI,W,2016-04-11
CHI,W,2016-04-13
CLE,L,2015-10-27
CLE,W,2015-10-28
CLE,W,2015-10-30
CLE,W,2015-11-02
CLE,W,2015-11-04
CLE,W,2015-11-06
CLE,W,2015-11-08
CLE,W,2015-11-10
CLE,W,2015-11-13
CLE,L,2015-11-14
CLE,L,2015-11-17
CLE,W,2015-11-19
CLE,W,2015-11-21
CLE,W,2015-11-23
CLE,L,2015-11-25
CLE,W,2015-11-27
CLE,W,2015-11-28
CLE,L,2015-12-01
CLE,L,2015-12-04
CLE,L,2015-12-05
CLE,W,2015-12-08
CLE,W,2015-12-11
CLE,W,2015-12-15
CLE,W,2015-12-17
CLE,W,2015-12-20
CLE,W,2015-12-23
CLE,L,2015-12-25
CLE,L,2015-12-26
CLE,W,2015-12-28
CLE,W,2015-12-29
CLE,W,2016-01-02
CLE,W,2016-01-04
CLE,W,2016-01-06
CLE,W,2016-01-08
CLE,W,2016-01-10
CLE,W,2016-01-12
CLE,L,2016-01-14
CLE,W,2016-01-15
CLE,L,2016-01-18
CLE,W,2016-01-20
CLE,W,2016-01-21
CLE,L,2016-01-23
CLE,W,2016-01-25
CLE,W,2016-01-27
CLE,W,2016-01-29
CLE,W,2016-01-30
CLE,W,2016-02-01
CLE,L,2016-02-03
CLE,L,2016-02-05
CLE,W,2016-02-06
CLE,W,2016-02-08
CLE,W,2016-02-10
CLE,W,2016-02-18
CLE,W,2016-02-21
CLE,L,2016-02-22
CLE,W,2016-02-24
CLE,L,2016-02-26
CLE,L,2016-02-28
CLE,W,2016-02-29
CLE,W,2016-03-04
CLE,W,2016-03-05
CLE,L,2016-03-07
CLE,W,2016-03-09
CLE,W,2016-03-10
CLE,W,2016-03-13
CLE,L,2016-03-14
CLE,W,2016-03-16
CLE,W,2016-03-18
CLE,L,2016-03-19
CLE,W,2016-03-21
CLE,W,2016-03-23
CLE,L,2016-03-24
CLE,W,2016-03-26
CLE,L,2016-03-29
CLE,W,2016-03-31
CLE,W,2016-04-01
CLE,W,2016-04-03
CLE,W,2016-04-05
CLE,L,2016-04-06
CLE,L,2016-04-09
CLE,W,2016-04-11
CLE,L,2016-04-13
DAL,W,2015-10-28
DAL,L,2015-10-29
DAL,W,2015-11-01
DAL,L,2015-11-03
DAL,L,2015-11-05
DAL,W,2015-11-07
DAL,L,2015-11-10
DAL,W,2015-11-11
DAL,W,2015-11-13
DAL,W,2015-11-14
DAL,W,2015-11-16
DAL,W,2015-11-18
DAL,W,2015-11-20
DAL,L,2015-11-22
DAL,L,2015-11-24
DAL,L,2015-11-25
DAL,W,2015-11-28
DAL,L,2015-11-30
DAL,W,2015-12-01
DAL,L,2015-12-04
DAL,W,2015-12-06
DAL,W,2015-12-07
DAL,L,2015-12-09
DAL,L,2015-12-12
DAL,W,2015-12-14
DAL,L,2015-12-16
DAL,W,2015-12-18
DAL,L,2015-12-22
DAL,W,2015-12-23
DAL,W,2015-12-26
DAL,W,2015-12-28
DAL,W,2015-12-30
DAL,L,2016-01-01
DAL,L,2016-01-02
DAL,W,2016-01-05
DAL,W,2016-01-06
DAL,L,2016-01-08
DAL,W,2016-01-10
DAL,L,2016-01-12
DAL,L,2016-01-13
DAL,W,2016-01-15
DAL,L,2016-01-17
DAL,W,2016-01-18
DAL,W,2016-01-20
DAL,L,2016-01-22
DAL,L,2016-01-24
DAL,W,2016-01-26
DAL,L,2016-01-27
DAL,W,2016-01-29
DAL,W,2016-01-31
DAL,L,2016-02-01
DAL,L,2016-02-03
DAL,L,2016-02-05
DAL,W,2016-02-06
DAL,L,2016-02-09
DAL,L,2016-02-19
DAL,W,2016-02-21
DAL,L,2016-02-24
DAL,W,2016-02-26
DAL,W,2016-02-28
DAL,W,2016-03-01
DAL,L,2016-03-03
DAL,L,2016-03-06
DAL,L,2016-03-07
DAL,L,2016-03-09
DAL,L,2016-03-12
DAL,W,2016-03-14
DAL,L,2016-03-16
DAL,L,2016-03-18
DAL,W,2016-03-20
DAL,L,2016-03-23
DAL,L,2016-03-25
DAL,L,2016-03-27
DAL,W,2016-03-28
DAL,W,2016-03-30
DAL,W,2016-04-01
DAL,W,2016-04-03
DAL,W,2016-04-06
DAL,W,2016-04-08
DAL,L,2016-04-10
DAL,W,2016-04-11
DAL,L,2016-04-13
DEN,W,2015-10-28
DEN,L,2015-10-30
DEN,L,2015-11-01
DEN,W,2015-11-03
DEN,L,2015-11-05
DEN,L,2015-11-06
DEN,W,2015-11-09
DEN,W,2015-11-11
DEN,W,2015-11-13
DEN,L,2015-11-14
DEN,W,2015-11-17
DEN,L,2015-11-18
DEN,L,2015-11-20
DEN,L,2015-11-22
DEN,L,2015-11-24
DEN,L,2015-11-27
DEN,L,2015-11-28
DEN,L,2015-11-30
DEN,L,2015-12-02
DEN,W,2015-12-03
DEN,W,2015-12-05
DEN,L,2015-12-08
DEN,W,2015-12-11
DEN,W,2015-12-14
DEN,W,2015-12-15
DEN,L,2015-12-18
DEN,L,2015-12-20
DEN,L,2015-12-22
DEN,W,2015-12-23
DEN,L,2015-12-26
DEN,L,2015-12-27
DEN,L,2015-12-29
DEN,L,2015-12-30
DEN,L,2016-01-02
DEN,L,2016-01-03
DEN,W,2016-01-06
DEN,L,2016-01-08
DEN,W,2016-01-10
DEN,W,2016-01-13
DEN,L,2016-01-15
DEN,W,2016-01-17
DEN,L,2016-01-19
DEN,L,2016-01-21
DEN,W,2016-01-23
DEN,L,2016-01-25
DEN,L,2016-01-27
DEN,W,2016-01-28
DEN,L,2016-01-30
DEN,W,2016-02-01
DEN,L,2016-02-03
DEN,W,2016-02-05
DEN,W,2016-02-07
DEN,L,2016-02-08
DEN,W,2016-02-10
DEN,L,2016-02-19
DEN,L,2016-02-21
DEN,L,2016-02-23
DEN,W,2016-02-24
DEN,L,2016-02-26
DEN,L,2016-02-29
DEN,W,2016-03-02
DEN,L,2016-03-04
DEN,W,2016-03-06
DEN,W,2016-03-08
DEN,W,2016-03-10
DEN,W,2016-03-12
DEN,L,2016-03-14
DEN,L,2016-03-15
DEN,L,2016-03-17
DEN,W,2016-03-19
DEN,L,2016-03-21
DEN,W,2016-03-23
DEN,W,2016-03-25
DEN,L,2016-03-27
DEN,L,2016-03-28
DEN,W,2016-03-30
DEN,L,2016-03-31
DEN,L,2016-04-02
DEN,L,2016-04-05
DEN,W,2016-04-08
DEN,L,2016-04-10
DEN,L,2016-04-13
DET,W,2015-10-27
DET,W,2015-10-28
DET,W,2015-10-30
DET,L,2015-11-03
DET,W,2015-11-06
DET,W,2015-11-08
DET,L,2015-11-09
DET,L,2015-11-11
DET,L,2015-11-14
DET,L,2015-11-15
DET,W,2015-11-17
DET,W,2015-11-20
DET,L,2015-11-21
DET,L,2015-11-23
DET,W,2015-11-25
DET,L,2015-11-27
DET,L,2015-11-29
DET,W,2015-11-30
DET,W,2015-12-02
DET,W,2015-12-04
DET,W,2015-12-06
DET,L,2015-12-07
DET,L,2015-12-09
DET,W,2015-12-11
DET,W,2015-12-12
DET,L,2015-12-14
DET,W,2015-12-16
DET,W,2015-12-18
DET,W,2015-12-22
DET,L,2015-12-23
DET,L,2015-12-26
DET,L,2015-12-29
DET,W,2015-12-31
DET,L,2016-01-02
DET,W,2016-01-04
DET,W,2016-01-06
DET,W,2016-01-09
DET,L,2016-01-12
DET,L,2016-01-14
DET,W,2016-01-16
DET,L,2016-01-18
DET,W,2016-01-20
DET,L,2016-01-21
DET,L,2016-01-23
DET,W,2016-01-25
DET,W,2016-01-27
DET,L,2016-01-29
DET,L,2016-01-30
DET,W,2016-02-01
DET,L,2016-02-03
DET,W,2016-02-04
DET,L,2016-02-06
DET,L,2016-02-08
DET,L,2016-02-10
DET,L,2016-02-19
DET,L,2016-02-21
DET,W,2016-02-22
DET,W,2016-02-24
DET,W,2016-02-27
DET,W,2016-02-28
DET,L,2016-03-02
DET,L,2016-03-05
DET,W,2016-03-06
DET,W,2016-03-09
DET,L,2016-03-11
DET,W,2016-03-12
DET,L,2016-03-14
DET,L,2016-03-16
DET,W,2016-03-18
DET,W,2016-03-19
DET,W,2016-03-21
DET,W,2016-03-23
DET,W,2016-03-25
DET,L,2016-03-26
DET,W,2016-03-29
DET,L,2016-04-01
DET,W,2016-04-02
DET,L,2016-04-05
DET,W,2016-04-06
DET,W,2016-04-08
DET,L,2016-04-12
DET,W,2016-04-13
GSW,W,2015-10-27
GSW,W,2015-10-30
GSW,W,2015-10-31
GSW,W,2015-11-02
GSW,W,2015-11-04
GSW,W,2015-11-06
GSW,W,2015-11-07
GSW,W,2015-11-09
GSW,W,2015-11-11
GSW,W,2015-11-12
GSW,W,2015-11-14
GSW,W,2015-11-17
GSW,W,2015-11-19
GSW,W,2015-11-20
GSW,W,2015-11-22
GSW,W,2015-11-24
GSW,W,2015-11-27
GSW,W,2015-11-28
GSW,W,2015-11-30
GSW,W,2015-12-02
GSW,W,2015-12-05
GSW,W,2015-12-06
GSW,W,2015-12-08
GSW,W,2015-12-11
GSW,L,2015-12-12
GSW,W,2015-12-16
GSW,W,2015-12-18
GSW,W,2015-12-23
GSW,W,2015-12-25
GSW,W,2015-12-28
GSW,L,2015-12-30
GSW,W,2015-12-31
GSW,W,2016-01-02
GSW,W,2016-01-04
GSW,W,2016-01-05
GSW,W,2016-01-08
GSW,W,2016-01-09
GSW,W,2016-01-11
GSW,L,2016-01-13
GSW,W,2016-01-14
GSW,L,2016-01-16
GSW,W,2016-01-18
GSW,W,2016-01-20
GSW,W,2016-01-22
GSW,W,2016-01-25
GSW,W,2016-01-27
GSW,W,2016-01-30
GSW,W,2016-01-31
GSW,W,2016-02-03
GSW,W,2016-02-06
